participant_id,exercise_type,user_weight_kg,user_height_cm,user_age,user_gender,duration_sec,total_reps,valid_reps,invalid_reps,valid_rep_ratio,avg_rom_deg,rep_velocity,peak_angular_velocity,rom_completeness_ratio,torso_inclination_angle,rep_cadence_variance,k_base_kcal,target_multiplier_m,target_kcal
ATHLETE_002,pushup,67.8,155.0,53,female,233.4,87,52,35,0.598,108.2,22.37,274.6,0.984,85.8,1.2,26.373,1.1857,31.272
ATHLETE_002,squat,67.8,155.0,53,female,56.6,22,11,11,0.5,128.2,23.33,249.6,1.166,18.9,0.05,5.194,1.2385,6.433
ATHLETE_002,pushup,67.8,155.0,53,female,81.0,32,17,15,0.531,121.5,23.7,210.8,1.105,69.7,0.588,9.156,1.1729,10.739
ATHLETE_002,pushup,67.8,155.0,53,female,49.3,18,11,7,0.611,132.3,21.91,213.6,1.203,86.1,0.063,5.571,1.226,6.831
ATHLETE_002,pushup,67.8,155.0,53,female,191.1,86,53,33,0.616,127.1,27.01,250.5,1.156,94.2,0.295,21.593,1.2984,28.035
ATHLETE_002,pushup,67.8,155.0,53,female,123.1,54,28,26,0.519,104.6,26.32,275.8,0.951,81.4,0.21,13.913,1.2279,17.083
ATHLETE_002,squat,67.8,155.0,53,female,75.3,31,16,15,0.516,110.0,24.7,291.5,1.0,20.0,0.226,6.916,1.2043,8.328
ATHLETE_002,jumping_jack,67.8,155.0,53,female,134.4,70,39,31,0.557,132.5,31.24,280.0,1.104,11.8,0.05,15.192,1.2985,19.728
ATHLETE_002,jumping_jack,67.8,155.0,53,female,192.6,92,54,38,0.587,118.2,28.66,302.3,0.985,20.4,0.354,21.768,1.2646,27.527
ATHLETE_002,jumping_jack,67.8,155.0,53,female,116.2,61,33,28,0.541,141.0,31.49,276.8,1.175,33.0,0.694,13.137,1.2902,16.949
ATHLETE_002,pushup,67.8,155.0,53,female,195.2,87,52,35,0.598,106.6,26.74,257.3,0.969,75.8,0.303,22.062,1.2233,26.989
ATHLETE_002,jumping_jack,67.8,155.0,53,female,36.7,14,7,7,0.5,94.2,22.89,291.3,0.785,26.0,0.225,4.146,1.1188,4.639
ATHLETE_002,pushup,67.8,155.0,53,female,234.1,111,58,53,0.523,96.2,28.45,310.8,0.875,83.1,0.278,26.454,1.2042,31.857
ATHLETE_002,pushup,67.8,155.0,53,female,121.4,48,26,22,0.542,136.9,23.73,275.4,1.245,79.4,0.724,13.716,1.2825,17.591
ATHLETE_002,jumping_jack,67.8,155.0,53,female,103.0,37,22,15,0.595,117.3,21.55,247.1,0.977,20.2,0.902,11.64,1.202,13.991
ATHLETE_002,squat,67.8,155.0,53,female,156.0,67,37,30,0.552,118.5,25.77,239.6,1.078,20.2,0.266,14.325,1.2805,18.343
ATHLETE_002,pushup,67.8,155.0,53,female,210.8,90,49,41,0.544,109.3,25.62,257.1,0.994,87.1,0.643,23.821,1.1946,28.455
ATHLETE_002,squat,67.8,155.0,53,female,92.0,35,21,14,0.6,132.3,22.81,305.1,1.203,19.9,0.05,8.452,1.3183,11.142
ATHLETE_002,jumping_jack,67.8,155.0,53,female,182.1,85,48,37,0.565,77.9,28.01,311.6,0.649,25.7,0.327,20.579,1.1268,23.189
ATHLETE_002,jumping_jack,67.8,155.0,53,female,98.3,53,30,23,0.566,107.5,32.34,265.8,0.896,16.3,0.061,11.113,1.2198,13.556
ATHLETE_002,jumping_jack,67.8,155.0,53,female,39.3,20,10,10,0.5,128.4,30.51,279.3,1.07,34.4,0.602,4.445,1.2799,5.689
ATHLETE_002,squat,67.8,155.0,53,female,142.5,66,35,31,0.53,93.6,27.79,294.2,0.851,13.9,0.248,13.083,1.1508,15.056
ATHLETE_002,pushup,67.8,155.0,53,female,136.6,67,39,28,0.582,104.7,29.44,243.5,0.952,83.4,0.315,15.433,1.2649,19.522
ATHLETE_002,squat,67.8,155.0,53,female,94.1,36,18,18,0.5,94.6,22.97,300.8,0.86,28.9,0.317,8.636,1.1681,10.088
ATHLETE_002,squat,67.8,155.0,53,female,110.6,47,28,19,0.596,110.6,25.5,253.1,1.006,20.7,0.299,10.156,1.2353,12.546
ATHLETE_002,pushup,67.8,155.0,53,female,50.7,25,13,12,0.52,99.2,29.56,263.0,0.902,89.3,0.259,5.735,1.2499,7.168
ATHLETE_002,pushup,67.8,155.0,53,female,213.0,93,55,38,0.591,70.9,26.2,238.9,0.644,70.0,0.482,24.069,1.1116,26.755
ATHLETE_002,jumping_jack,67.8,155.0,53,female,147.0,63,34,29,0.54,100.6,25.71,276.1,0.838,21.9,0.198,16.618,1.1378,18.908
ATHLETE_002,jumping_jack,67.8,155.0,53,female,158.1,67,34,33,0.507,123.2,25.43,317.9,1.026,27.7,0.544,17.866,1.23,21.976
ATHLETE_002,squat,67.8,155.0,53,female,185.5,91,54,37,0.593,98.7,29.43,259.3,0.897,19.6,0.492,17.035,1.2817,21.834
ATHLETE_002,squat,67.8,155.0,53,female,200.7,77,46,31,0.597,100.0,23.02,239.9,0.91,16.4,0.091,18.426,1.1943,22.007
ATHLETE_002,pushup,67.8,155.0,53,female,178.4,86,50,36,0.581,77.6,28.92,284.0,0.705,76.5,0.837,20.162,1.1513,23.211
ATHLETE_002,squat,67.8,155.0,53,female,70.0,31,16,15,0.516,117.1,26.56,281.6,1.064,26.9,0.315,6.429,1.2291,7.902
ATHLETE_002,pushup,67.8,155.0,53,female,222.9,110,57,53,0.518,135.6,29.6,321.3,1.232,95.0,0.953,25.195,1.3132,33.085
ATHLETE_003,pushup,101.1,172.5,63,male,65.2,33,27,6,0.818,101.0,30.36,244.7,0.918,72.6,0.877,10.744,1.2214,13.122
ATHLETE_003,jumping_jack,101.1,172.5,63,male,27.2,14,10,4,0.714,92.5,30.85,287.6,0.771,14.3,0.087,4.485,1.2424,5.572
ATHLETE_003,squat,101.1,172.5,63,male,166.0,66,58,8,0.879,100.1,23.86,239.1,0.91,40.6,0.05,22.213,1.2456,27.669
ATHLETE_003,jumping_jack,101.1,172.5,63,male,113.9,59,46,13,0.78,154.6,31.08,257.8,1.288,28.7,0.31,18.76,1.3757,25.809
ATHLETE_003,pushup,101.1,172.5,63,male,190.6,86,70,16,0.814,70.2,27.07,234.5,0.638,75.6,0.07,31.398,1.1578,36.351
ATHLETE_003,pushup,101.1,172.5,63,male,36.6,18,13,5,0.722,105.5,29.5,311.2,0.96,94.8,0.103,6.03,1.2285,7.408
ATHLETE_003,jumping_jack,101.1,172.5,63,male,167.8,62,46,16,0.742,104.6,22.17,295.0,0.871,10.2,0.05,27.642,1.2094,33.431
ATHLETE_003,squat,101.1,172.5,63,male,152.7,79,70,9,0.886,76.6,31.04,246.4,0.696,21.8,0.466,20.437,1.2083,24.693
ATHLETE_003,pushup,101.1,172.5,63,male,25.8,10,8,2,0.8,119.7,23.22,271.4,1.089,80.8,0.105,4.256,1.3141,5.592
ATHLETE_003,squat,101.1,172.5,63,male,99.9,37,32,5,0.865,124.1,22.23,254.4,1.128,27.6,0.087,13.366,1.2946,17.303
ATHLETE_003,squat,101.1,172.5,63,male,188.0,74,64,10,0.865,120.5,23.62,276.8,1.096,17.3,0.05,25.16,1.3414,33.749
ATHLETE_003,squat,101.1,172.5,63,male,183.2,91,72,19,0.791,114.7,29.81,235.9,1.043,11.6,0.808,24.514,1.313,32.187
ATHLETE_003,squat,101.1,172.5,63,male,79.9,29,25,4,0.862,107.7,21.78,243.6,0.979,23.3,0.369,10.694,1.2058,12.895
ATHLETE_003,squat,101.1,172.5,63,male,178.4,69,51,18,0.739,89.7,23.2,246.0,0.815,12.7,0.351,23.882,1.2019,28.703
ATHLETE_003,pushup,101.1,172.5,63,male,58.6,31,24,7,0.774,110.8,31.75,194.9,1.008,82.2,0.323,9.649,1.1923,11.505
ATHLETE_003,squat,101.1,172.5,63,male,35.0,18,14,4,0.778,108.3,30.84,293.0,0.985,24.3,0.177,4.686,1.3125,6.151
ATHLETE_003,squat,101.1,172.5,63,male,49.7,22,16,6,0.727,84.2,26.56,283.0,0.765,21.9,1.087,6.651,1.197,7.962
ATHLETE_003,jumping_jack,101.1,172.5,63,male,93.5,48,35,13,0.729,117.2,30.79,266.2,0.977,35.8,0.2,15.407,1.2952,19.955
ATHLETE_003,jumping_jack,101.1,172.5,63,male,36.7,14,10,4,0.714,108.5,22.88,254.8,0.904,25.3,0.258,6.046,1.2289,7.43
ATHLETE_003,squat,101.1,172.5,63,male,230.8,117,97,20,0.829,117.8,30.42,310.4,1.071,20.3,0.818,30.888,1.3509,41.726
ATHLETE_003,jumping_jack,101.1,172.5,63,male,172.5,65,54,11,0.831,115.9,22.61,259.2,0.966,4.4,0.05,28.413,1.2382,35.182
ATHLETE_003,jumping_jack,101.1,172.5,63,male,85.4,46,40,6,0.87,113.3,32.31,301.7,0.944,20.2,0.135,14.07,1.3137,18.483
ATHLETE_003,squat,101.1,172.5,63,male,161.8,79,62,17,0.785,90.4,29.3,373.8,0.822,20.6,0.204,21.654,1.2711,27.524
ATHLETE_003,jumping_jack,101.1,172.5,63,male,34.4,14,11,3,0.786,102.3,24.43,314.4,0.852,26.9,0.335,5.663,1.221,6.914
ATHLETE_003,squat,101.1,172.5,63,male,111.9,51,45,6,0.882,115.1,27.36,271.9,1.046,19.8,0.304,14.969,1.313,19.655
ATHLETE_003,jumping_jack,101.1,172.5,63,male,107.6,41,32,9,0.78,145.3,22.86,283.8,1.211,19.9,0.123,17.727,1.3142,23.297
ATHLETE_003,squat,101.1,172.5,63,male,85.2,35,25,10,0.714,72.6,24.65,235.6,0.66,11.4,1.048,11.401,1.1414,13.013
ATHLETE_003,pushup,101.1,172.5,63,male,77.0,36,32,4,0.889,108.5,28.06,310.4,0.987,84.2,0.18,12.679,1.3157,16.682
ATHLETE_003,pushup,101.1,172.5,63,male,162.9,78,63,15,0.808,94.0,28.73,259.3,0.854,80.0,0.529,26.836,1.2429,33.356
ATHLETE_003,squat,101.1,172.5,63,male,196.2,95,72,23,0.758,143.0,29.06,294.3,1.3,6.4,0.253,26.254,1.3777,36.171
ATHLETE_003,squat,101.1,172.5,63,male,173.1,69,59,10,0.855,92.9,23.91,253.3,0.844,38.9,0.304,23.17,1.2426,28.79
ATHLETE_003,squat,101.1,172.5,63,male,120.6,53,40,13,0.755,94.5,26.36,276.8,0.859,24.1,0.465,16.145,1.2227,19.74
ATHLETE_003,squat,101.1,172.5,63,male,109.9,48,36,12,0.75,104.0,26.22,340.7,0.945,15.9,0.667,14.703,1.2608,18.538
ATHLETE_003,pushup,101.1,172.5,63,male,125.7,60,51,9,0.85,126.3,28.63,238.3,1.149,71.9,0.738,20.71,1.3774,28.526
ATHLETE_003,jumping_jack,101.1,172.5,63,male,211.0,87,65,22,0.747,105.6,24.74,244.6,0.88,22.5,0.073,34.754,1.2038,41.837
ATHLETE_003,pushup,101.1,172.5,63,male,213.8,113,82,31,0.726,101.7,31.71,283.0,0.925,94.7,0.061,35.215,1.2564,44.242
ATHLETE_003,squat,101.1,172.5,63,male,203.1,94,68,26,0.723,118.0,27.77,225.7,1.073,20.2,0.105,27.177,1.2704,34.525
ATHLETE_003,pushup,101.1,172.5,63,male,191.6,74,63,11,0.851,113.4,23.18,279.6,1.031,94.7,0.941,31.554,1.2401,39.129
ATHLETE_003,pushup,101.1,172.5,63,male,193.5,77,65,12,0.844,116.9,23.87,312.1,1.063,79.4,0.05,31.879,1.292,41.187
ATHLETE_003,squat,101.1,172.5,63,male,211.7,116,103,13,0.888,95.3,32.87,291.1,0.866,32.5,0.402,28.337,1.2865,36.457
ATHLETE_004,squat,75.6,163.7,46,female,190.0,56,33,23,0.589,74.0,17.68,179.8,0.673,29.3,0.479,19.847,0.9063,17.987
ATHLETE_004,jumping_jack,75.6,163.7,46,female,26.8,9,5,4,0.556,112.5,20.11,238.8,0.938,22.7,0.516,3.451,1.1691,4.035
ATHLETE_004,squat,75.6,163.7,46,female,136.7,36,25,11,0.694,113.0,15.8,190.7,1.027,33.1,0.1,14.276,1.083,15.46
ATHLETE_004,pushup,75.6,163.7,46,female,64.1,21,12,9,0.571,78.2,19.65,219.4,0.711,79.9,0.213,8.242,1.0597,8.734
ATHLETE_004,pushup,75.6,163.7,46,female,35.9,11,7,4,0.636,78.4,18.36,226.3,0.712,91.3,0.53,4.62,1.0652,4.921
ATHLETE_004,jumping_jack,75.6,163.7,46,female,125.7,35,21,14,0.6,156.0,16.7,198.9,1.3,24.2,0.05,16.16,1.1533,18.638
ATHLETE_004,pushup,75.6,163.7,46,female,133.9,37,23,14,0.622,88.0,16.58,189.8,0.8,95.0,0.564,17.212,0.9918,17.071
ATHLETE_004,squat,75.6,163.7,46,female,29.1,10,7,3,0.7,132.6,20.65,248.1,1.205,7.7,0.958,3.035,1.3022,3.953
ATHLETE_004,squat,75.6,163.7,46,female,157.6,58,38,20,0.655,139.4,22.09,192.5,1.267,37.2,0.536,16.457,1.1791,19.405
ATHLETE_004,jumping_jack,75.6,163.7,46,female,161.6,54,37,17,0.685,102.3,20.05,182.7,0.852,17.4,1.2,20.772,1.0217,21.222
ATHLETE_004,pushup,75.6,163.7,46,female,60.1,22,14,8,0.636,143.0,21.98,196.3,1.3,77.5,1.2,7.721,1.1757,9.078
ATHLETE_004,pushup,75.6,163.7,46,female,128.5,35,22,13,0.629,97.7,16.34,150.2,0.888,88.9,0.067,16.521,0.8989,14.851
ATHLETE_004,pushup,75.6,163.7,46,female,180.0,65,41,24,0.631,84.3,21.67,148.4,0.766,86.8,0.202,23.136,0.9262,21.429
ATHLETE_004,pushup,75.6,163.7,46,female,107.0,37,24,13,0.649,114.4,20.75,239.3,1.04,74.8,0.219,13.757,1.1787,16.215
ATHLETE_004,pushup,75.6,163.7,46,female,181.3,51,34,17,0.667,109.8,16.88,189.5,0.999,71.8,0.716,23.304,1.0432,24.311
ATHLETE_004,jumping_jack,75.6,163.7,46,female,150.4,51,34,17,0.667,118.8,20.34,174.7,0.99,13.0,0.683,19.339,0.9975,19.29
ATHLETE_004,pushup,75.6,163.7,46,female,91.5,33,19,14,0.576,103.7,21.63,216.4,0.943,85.6,0.144,11.768,1.0909,12.838
ATHLETE_004,squat,75.6,163.7,46,female,52.1,16,10,6,0.625,83.1,18.44,146.7,0.756,6.9,0.267,5.438,0.8991,4.889
ATHLETE_004,pushup,75.6,163.7,46,female,205.7,76,50,26,0.658,99.5,22.17,213.0,0.905,82.4,0.05,26.445,1.1057,29.239
ATHLETE_004,jumping_jack,75.6,163.7,46,female,70.8,19,12,7,0.632,102.8,16.09,180.9,0.856,33.7,0.177,9.108,0.9864,8.983
ATHLETE_004,squat,75.6,163.7,46,female,232.3,62,44,18,0.71,119.6,16.01,211.8,1.087,28.0,0.235,24.266,1.0627,25.787
ATHLETE_004,squat,75.6,163.7,46,female,50.7,13,8,5,0.615,89.0,15.38,222.2,0.809,22.2,0.205,5.298,1.035,5.483
ATHLETE_004,pushup,75.6,163.7,46,female,231.9,69,46,23,0.667,103.6,17.85,206.5,0.942,86.5,0.512,29.815,1.0827,32.281
ATHLETE_004,jumping_jack,75.6,163.7,46,female,224.8,80,54,26,0.675,125.5,21.35,159.7,1.046,33.1,0.05,28.899,0.9925,28.682
ATHLETE_004,squat,75.6,163.7,46,female,239.9,65,46,19,0.708,121.1,16.26,190.8,1.101,22.7,0.469,25.054,1.1098,27.804
ATHLETE_004,squat,75.6,163.7,46,female,108.9,33,22,11,0.667,114.4,18.18,224.2,1.04,17.6,0.596,11.375,1.1888,13.524
ATHLETE_004,squat,75.6,163.7,46,female,139.8,37,23,14,0.622,83.4,15.88,142.1,0.758,12.9,0.208,14.6,0.8767,12.8
ATHLETE_004,pushup,75.6,163.7,46,female,140.1,45,26,19,0.578,84.9,19.28,210.6,0.772,95.0,0.243,18.004,1.0489,18.884
ATHLETE_004,pushup,75.6,163.7,46,female,209.9,70,45,25,0.643,81.6,20.01,142.1,0.742,93.2,0.328,26.987,0.9187,24.794
ATHLETE_004,jumping_jack,75.6,163.7,46,female,198.9,71,50,21,0.704,109.5,21.42,213.4,0.912,18.5,0.05,25.563,1.1359,29.038
ATHLETE_004,pushup,75.6,163.7,46,female,155.8,52,35,17,0.673,105.5,20.02,226.6,0.959,78.4,0.443,20.03,1.1587,23.21
ATHLETE_004,squat,75.6,163.7,46,female,80.0,25,15,10,0.6,113.6,18.76,165.8,1.033,20.8,0.432,8.353,0.9701,8.103
ATHLETE_004,pushup,75.6,163.7,46,female,144.8,43,30,13,0.698,127.6,17.82,197.0,1.16,80.4,0.351,18.615,1.1252,20.946
ATHLETE_004,jumping_jack,75.6,163.7,46,female,20.6,7,4,3,0.571,137.9,20.42,214.4,1.149,11.5,0.157,2.644,1.1781,3.115
ATHLETE_004,squat,75.6,163.7,46,female,218.0,68,42,26,0.618,92.6,18.72,231.0,0.842,17.6,0.385,22.77,1.1357,25.859
ATHLETE_004,squat,75.6,163.7,46,female,188.7,53,34,19,0.642,97.1,16.86,179.2,0.883,19.4,0.268,19.705,1.0032,19.769
ATHLETE_004,squat,75.6,163.7,46,female,25.2,8,5,3,0.625,79.1,19.05,209.0,0.719,31.7,0.24,2.632,0.9865,2.597
ATHLETE_004,squat,75.6,163.7,46,female,80.4,27,18,9,0.667,73.7,20.15,130.6,0.67,28.3,0.324,8.397,0.8478,7.12
ATHLETE_004,squat,75.6,163.7,46,female,147.2,44,26,18,0.591,94.9,17.93,164.1,0.863,14.8,0.05,15.379,0.9166,14.097
ATHLETE_004,pushup,75.6,163.7,46,female,203.0,72,42,30,0.583,82.3,21.28,228.5,0.748,95.0,0.092,26.097,1.1062,28.867
ATHLETE_005,pushup,76.2,159.5,19,male,58.6,20,12,8,0.6,89.4,20.49,195.8,0.813,95.0,0.149,9.051,1.0175,9.21
ATHLETE_005,jumping_jack,76.2,159.5,19,male,224.0,64,41,23,0.641,115.3,17.14,220.3,0.961,20.6,0.342,34.615,1.1363,39.332
ATHLETE_005,squat,76.2,159.5,19,male,193.3,71,47,24,0.662,84.1,22.03,193.9,0.764,14.5,0.168,24.277,1.0023,24.332
ATHLETE_005,squat,76.2,159.5,19,male,226.1,74,46,28,0.622,86.3,19.63,117.6,0.784,23.1,0.881,28.395,0.9202,26.13
ATHLETE_005,jumping_jack,76.2,159.5,19,male,146.4,48,30,18,0.625,68.7,19.67,194.0,0.573,37.5,0.393,22.627,0.9597,21.716
ATHLETE_005,squat,76.2,159.5,19,male,211.0,76,52,24,0.684,96.1,21.61,184.7,0.874,10.5,0.416,26.492,1.0289,27.257
ATHLETE_005,squat,76.2,159.5,19,male,230.6,76,54,22,0.711,92.6,19.77,285.0,0.842,27.3,0.052,28.958,1.1189,32.401
ATHLETE_005,squat,76.2,159.5,19,male,202.5,60,43,17,0.717,112.9,17.78,227.9,1.027,19.5,0.247,25.422,1.1436,29.073
ATHLETE_005,jumping_jack,76.2,159.5,19,male,231.9,76,54,22,0.711,81.6,19.66,170.4,0.68,0.0,0.05,35.837,0.9403,33.697
ATHLETE_005,squat,76.2,159.5,19,male,20.1,5,3,2,0.6,82.8,14.95,138.3,0.753,9.4,0.083,2.521,0.8397,2.117
ATHLETE_005,squat,76.2,159.5,19,male,238.9,63,42,21,0.667,94.4,15.82,182.4,0.858,16.9,0.249,29.995,0.9822,29.462
ATHLETE_005,jumping_jack,76.2,159.5,19,male,70.4,20,12,8,0.6,122.8,17.06,157.0,1.024,23.8,0.55,10.873,0.9732,10.582
ATHLETE_005,jumping_jack,76.2,159.5,19,male,119.0,33,21,12,0.636,135.7,16.65,181.9,1.131,27.0,0.05,18.384,1.0712,19.692
ATHLETE_005,squat,76.2,159.5,19,male,49.4,15,10,5,0.667,133.4,18.21,220.8,1.212,23.7,0.137,6.208,1.1694,7.259
ATHLETE_005,squat,76.2,159.5,19,male,73.1,27,18,9,0.667,104.2,22.17,213.3,0.948,21.0,0.212,9.175,1.1119,10.201
ATHLETE_005,jumping_jack,76.2,159.5,19,male,52.8,14,9,5,0.643,127.2,15.9,149.6,1.06,23.5,0.687,8.165,0.9706,7.925
ATHLETE_005,squat,76.2,159.5,19,male,192.7,71,50,21,0.704,93.5,22.11,229.4,0.85,15.2,0.103,24.198,1.1925,28.855
ATHLETE_005,squat,76.2,159.5,19,male,224.7,65,45,20,0.692,104.2,17.36,238.9,0.947,12.4,0.09,28.212,1.1126,31.389
ATHLETE_005,pushup,76.2,159.5,19,male,34.7,11,6,5,0.545,106.0,19.04,253.3,0.963,83.2,0.05,5.357,1.1606,6.218
